id,stock_code,issuer_name,buyback_date,title,url
M87UO1ST94TQN12A,NEX,RECLAIMS GLOBAL LIMITED,2026-07-31,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/M87UO1ST94TQN12A/a1196333be1b204ff2446c887bc61526787c7a26a46188c29f80c26ee81f4b5a
CJ3KDLN1R4B1VA8W,5PF,JASON MARINE GROUP LIMITED,2026-08-03,Share Buy Back - Daily Share Buy-Back Notice::DAILY SHARE BUY-BACK NOTICE,https://links.sgx.com/1.0.0/corporate-announcements/CJ3KDLN1R4B1VA8W/d1afa4fd9185068488269a8b89e19230912f0444c869c2a54e1328379defe2da
QZDH4I7UCQS7JUNG,AGS,THE HOUR GLASS LIMITED,2026-08-03,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/QZDH4I7UCQS7JUNG/f6439ff99caaaecba968430c81848c0adeed3d1c4f5669a95e733568770b7978
B4LHSD84M4JWQCAA,BN4,KEPPEL LTD.,2026-08-03,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/B4LHSD84M4JWQCAA/cae8a1af258a397ba596bd9fb5aa553c767a9b2fb1dca88eef1de63d9b06e821
DRTYUZQQYZ7L6A0K,BSL,RAFFLES MEDICAL GROUP LTD,2026-08-03,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/DRTYUZQQYZ7L6A0K/8a7991150dea724753a3059afe47c37405bfd12bc3e6f9743ad5b637defc6396
J2PPIUOGPGBCN2AI,5E2,SEATRIUM LIMITED,2026-08-04,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/J2PPIUOGPGBCN2AI/48f42bd18b22d6fb176b4975e74a1574555663e50f8982c350866b165649bfd9
X0T1OL0UBT639FGX,AGS,THE HOUR GLASS LIMITED,2026-08-04,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/X0T1OL0UBT639FGX/854c073996067c88113c52ccf0c5ee86da145e963b108b5989084aa1d7d639df
N2UBX1OXO0D18WN2,BN4,KEPPEL LTD.,2026-08-04,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/N2UBX1OXO0D18WN2/c30716facda8b3f19bafade4159d1baa803b7bdecd608d48cc889971f75f8b03
9W6233S2HWAWBQNW,BSL,RAFFLES MEDICAL GROUP LTD,2026-08-04,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/9W6233S2HWAWBQNW/022e4af4551e445d87d37bb6a5d95e5645b58d785b49763da4b4fb2329420a58
0RGCKDO31BZBDSJM,NEX,RECLAIMS GLOBAL LIMITED,2026-08-04,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/0RGCKDO31BZBDSJM/6a49defb06191d117f98fffafca1c4f4d164054d770e319c4273c7fa7a6f5b92
XZV040SOZ1HIUJ6D,BSL,RAFFLES MEDICAL GROUP LTD,2026-08-05,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/XZV040SOZ1HIUJ6D/5fddb2b80eb96edc9743f6d1a4742e17dfb3240553a71ee15d156f91bf0a4769
YF35IX0RNOQC97Y6,NEX,RECLAIMS GLOBAL LIMITED,2026-08-05,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/YF35IX0RNOQC97Y6/300e8db1ca3c4268f15fca097be37f774831481276e82697eb875043641f10eb
CSKWRMLQWH1XK8B2,S19,SINGAPORE SHIPPING CORPORATION LIMITED,2026-08-05,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice ,https://links.sgx.com/1.0.0/corporate-announcements/CSKWRMLQWH1XK8B2/8787703c880a6db76381be5dda7680ee454f818f4def8b3e70a2f1a627964441
6TPYLM0RSDI70GB0,AGS,THE HOUR GLASS LIMITED,2026-08-06,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/6TPYLM0RSDI70GB0/ab7e072113ba4d486b324f4f2fa63967e9d9af452f1fa06c6d1abc91d715b363
2KT0EF42MZTHHERC,BN4,KEPPEL LTD.,2026-08-06,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/2KT0EF42MZTHHERC/bfbbe259417f6140de547f37f56ddf16a4b16e04deb984fae5ea43ab5d297503
8ORWCM0GJSX0RAU9,BSL,RAFFLES MEDICAL GROUP LTD,2026-08-06,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/8ORWCM0GJSX0RAU9/9368a8def0614bc5e6d9c6ac9214312fe40d41e6f64ac6d6162329b8548d9f53
QFPAPTV7M9WZJFWE,AGS,THE HOUR GLASS LIMITED,2026-08-07,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/QFPAPTV7M9WZJFWE/8848f7dc2028d8122f9a078ee713cdc950e7c5a2070ae7f7d11b00f54d04d2f9
Z46GFVYET50V9QCM,BN4,KEPPEL LTD.,2026-08-07,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/Z46GFVYET50V9QCM/2e3a071c1157b69b7bd1c4cf938ff2f5a85b8bf17842c31e2b0df9a801236a90
80QV2PE4KJHIO00R,BSL,RAFFLES MEDICAL GROUP LTD,2026-08-07,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/80QV2PE4KJHIO00R/bad4de541c236feee64f753b87fe55fb8070ee209581acbe0b0d143eb306be2d
C9H465QZOD54B6V4,S19,SINGAPORE SHIPPING CORPORATION LIMITED,2026-08-07,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice ,https://links.sgx.com/1.0.0/corporate-announcements/C9H465QZOD54B6V4/6a6a93db4be26882367b28d15107f31d715bb2c306e600aff9e1488f45c403fa
1LYXKQDQXU5ZT1V7,5E2,SEATRIUM LIMITED,2026-08-11,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/1LYXKQDQXU5ZT1V7/257f45aa89f065601a154fc7459213a480655626d9acd590ccfb0061005f9272
3GHAQK0B708H50WS,5PC,GOODLAND GROUP LIMITED,2026-08-11,Share Buy Back - Daily Share Buy-Back Notice::SHARE BUY-BACK ON 11 AUGUST 2026,https://links.sgx.com/1.0.0/corporate-announcements/3GHAQK0B708H50WS/3e4f99f470612046eece9a631fb93fe3ef1912ef3f0370a18a7400acb38650ca
N7M7QY0WRLRVPKE6,A30,ASPIAL CORPORATION LIMITED,2026-08-11,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back,https://links.sgx.com/1.0.0/corporate-announcements/N7M7QY0WRLRVPKE6/8ca9062504f698c229aa6124af7e910bc006d766b21b3888263a54f745454779
ZSZBKZIN2FWTQRLI,AGS,THE HOUR GLASS LIMITED,2026-08-11,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/ZSZBKZIN2FWTQRLI/c34d41e45fa91e0d086580d3363e58a4dc4b574a8e1fd239dcb95072697083bc
UIA5LC87VJQJ8TEX,BN2,VALUETRONICS HOLDINGS LIMITED,2026-08-11,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/UIA5LC87VJQJ8TEX/19fa363428cdc54e3cc25d1eda8adf86de041bfebd2f63dff12740fff8aa9f78
CPXFXY9RD2LSRAMT,BN4,KEPPEL LTD.,2026-08-11,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/CPXFXY9RD2LSRAMT/5bc8f541fd803034971ce45f414de53ccbeebb4ae3bea0c13be665fa5a11ff16
G4P608MYM6CMG9QQ,A30,ASPIAL CORPORATION LIMITED,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back,https://links.sgx.com/1.0.0/corporate-announcements/G4P608MYM6CMG9QQ/509e3ce1ba56537d70b31e318801ee060c4d7de526ef438d08f67749d3b1182a
BM8SJADPPN3L9FLR,B73,GLOBAL INVESTMENTS LIMITED,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/BM8SJADPPN3L9FLR/ca3ab5512f4a6d2cf1652b71df9a28e3a3343d664e420994c88193da0378a015
LLK10KAR8B5BFV74,BN4,KEPPEL LTD.,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/LLK10KAR8B5BFV74/8f2d20c5b3b4564d8fdb867f17aca56dba935e1b67f5ab709ea20685f7bd176b
JD7WSC30YDFDMMTO,DCRU,DIGITAL CORE REIT MANAGEMENT PTE. LTD.,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Unit Buy-Back - Daily Unit Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/JD7WSC30YDFDMMTO/c879a0c2a387a8cf8679c0ba24e14a9339e609b11fe19840be657c404b2eb67c
OHLYQM94S48RZ0G1,F03,FOOD EMPIRE HOLDINGS LIMITED,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/OHLYQM94S48RZ0G1/b218cbf30ed2ba3b97f59273823527635cbf1bffe6ada77e993ccc84bc9bbb1c
9NTOJRVWP5TLEJ2Y,I06,INTRACO LIMITED,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/9NTOJRVWP5TLEJ2Y/06a8d8a57cccc244ac8e3c1f994c69a4e10cb978b168b27f55b65087541a5689
COXVUBM54YCHHL2J,MZH,NANOFILM TECHNOLOGIES INTERNATIONAL LIMITED,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/COXVUBM54YCHHL2J/ba1ec3a0b3d541273156cb2ff7b2e2e8beef40feb4fe98705931657808c6e0de
CEW3WAZEE13JCLTH,U11,UNITED OVERSEAS BANK LIMITED,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/CEW3WAZEE13JCLTH/e2a81700c545df8b2d212d11b506fee78b540212aab5a6b25fa1e7278c0c14e6
2WMAA74PXH2Z7XVB,Z74,SINGAPORE TELECOMMUNICATIONS LIMITED,2026-08-19,Share Buy Back - Daily Share Buy-Back Notice::S$2Bn Value Realisation Share Buy-back Programme,https://links.sgx.com/1.0.0/corporate-announcements/2WMAA74PXH2Z7XVB/a1230bc30a1d58d015262e2f11d80904d5c6fdc5b03d7e557a6f1d4c348fac29
FTMJHH9EGPJYDSBO,A30,ASPIAL CORPORATION LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back,https://links.sgx.com/1.0.0/corporate-announcements/FTMJHH9EGPJYDSBO/ce9bd4efcdd09eb98c88faa52ffe0c4b97b7622a5076a457e6d5eaf77da8aa23
GQGGWY2DTJZ1E9JV,B73,GLOBAL INVESTMENTS LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/GQGGWY2DTJZ1E9JV/a9c1d7d0e4056e193e5aabe2483a96b6d336b4c29d0f43261af614ea13a6899b
60QYQKXIO7AV0X0R,BN4,KEPPEL LTD.,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/60QYQKXIO7AV0X0R/fc42bb991eb7afc035e78a1bfd3ddbda92158dcbd92015f3ccd00eef60b12ab7
EE1APB18SLW4GJR3,DCRU,DIGITAL CORE REIT MANAGEMENT PTE. LTD.,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Unit Buy-Back - Daily Unit Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/EE1APB18SLW4GJR3/96f6b2d5dfe8f5432a94462fb0791aff6fc97e14880bfb0e1eee0260c8484e06
BRUIYPNWMMI9ZD6P,F03,FOOD EMPIRE HOLDINGS LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/BRUIYPNWMMI9ZD6P/f07de0d5329e660e4f9c1a77c869e5ffa78d51c962f0ca262e46b41b03dfd0c8
4EG5XC1V7J7UCXNX,I06,INTRACO LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/4EG5XC1V7J7UCXNX/98b716f6c907c8e7f6e90fdd1322f71eacbba521125457463b58188a54dd80d1
D4R5VEOMD7RUW72M,MZH,NANOFILM TECHNOLOGIES INTERNATIONAL LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/D4R5VEOMD7RUW72M/41152b86f15ba7df5e3e9d2dd025d828b78d0baa0b82d7311daf64f4f005b6ea
3VTBGCVNN213C9SE,S59,SIA ENGINEERING COMPANY LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/3VTBGCVNN213C9SE/ce0b30645d2b5e6706dca667e5971653df20e7726ac4bbfa5f356fc133374468
ST4STX2U9DXKYX99,U11,UNITED OVERSEAS BANK LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/ST4STX2U9DXKYX99/b8cf2be876fd4f53016bce27b1626875872328b9afb9b5c702cae23d8ec3b5a9
5VTT4O4AFSE9ZLSL,U77,SARINE TECHNOLOGIES LTD.,2026-08-20,REPL::Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice 20 August 2026,https://links.sgx.com/1.0.0/corporate-announcements/5VTT4O4AFSE9ZLSL/d7751e4692ffd660286ab1008ef5ff2c8a59d67752880d9611dc829623435c88
IDXZZQNB54KYXZQ6,U77,SARINE TECHNOLOGIES LTD.,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice 20 August 2026,https://links.sgx.com/1.0.0/corporate-announcements/IDXZZQNB54KYXZQ6/fc2c01bb4d32ba4251dacd058e672a19ca54085614ee280eac3e6c946816ba61
ROTMNO2NL4FH4N3T,ULG,ULTRAGREEN.AI LIMITED,2026-08-20,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/ROTMNO2NL4FH4N3T/06248a14fc2162e41dae96e040dbd52f27c69bb99726a12c2927ae602fc2af21
O8BYNE88UIHVJOVK,A30,ASPIAL CORPORATION LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back,https://links.sgx.com/1.0.0/corporate-announcements/O8BYNE88UIHVJOVK/fecbf41731d543d85c8cab81f0dc6b86e01104e43ef7603b51cb4e5eb367809c
IF65ZY5QIBOKLAX1,B73,GLOBAL INVESTMENTS LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/IF65ZY5QIBOKLAX1/d568324add97b8be42853eca4d08c4f1542897cbe7cee24393fc2210b136eca3
WRQM9QFT7ZIGJ2L7,BN4,KEPPEL LTD.,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/WRQM9QFT7ZIGJ2L7/ce214bb38de3fb927dd928271ac142ca1a8c73448bfcdb874163fb55d8d8e9a6
A0G4TW74305VWLJN,DCRU,DIGITAL CORE REIT MANAGEMENT PTE. LTD.,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Unit Buy-Back - Daily Unit Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/A0G4TW74305VWLJN/a55a00e0bdb03b2321584dd19cca2ad63f01f824f71e6f0d6c6032cae7a30a61
VV6IXSZYME8N3MVX,F03,FOOD EMPIRE HOLDINGS LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/VV6IXSZYME8N3MVX/eae2d3e1c8fa516ea16e360cb737c66e58b4f969534ff5276996e8bc2908a1b7
EN8H5RDI1I8DPXVV,MZH,NANOFILM TECHNOLOGIES INTERNATIONAL LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/EN8H5RDI1I8DPXVV/ce879aa6a64df1ac203ac3f5d5b1bf1096ed44f58db0033d28afa70505ab5fb4
V7VU4SYF2REX7N0M,S59,SIA ENGINEERING COMPANY LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/V7VU4SYF2REX7N0M/f0ff7f8320fc0215fa24ad5c9a3617a2bb318e7c2de91cb2ccaa4b7aa2f59c4a
YFFKV6JXCLEVJ9I9,S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/YFFKV6JXCLEVJ9I9/546449573267ecec68496dec846e4b5a7abc1e6d7443ad7f02943107ef4eb9e0
ZVFXUO1I5FXKSPTE,U11,UNITED OVERSEAS BANK LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/ZVFXUO1I5FXKSPTE/645368fbeff902b56b556879310dc628d5315c350640a521404060f240ca96f6
H4WQ07ZK88R33A90,V03,VENTURE CORPORATION LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/H4WQ07ZK88R33A90/866c1e4b202afcb870807f32ded35e381d01794e7f007309dc0d20d09b1810df
IT0ALUT148X6UYHA,WKS,WINKING STUDIOS LIMITED,2026-08-21,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/IT0ALUT148X6UYHA/9129e91395f5a28650df22b4868450eebff95f2c54142e4b11a70556defb9781
0DJF0W2TB5PDFR7J,566,SHS HOLDINGS LTD.,2026-08-24,REPL::Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/0DJF0W2TB5PDFR7J/052defac3178dbff55c7661a3f2c1cead51aad039b41f97dd03d077378fbed86
PKXC4WZCCG9XE8MC,566,SHS HOLDINGS LTD.,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/PKXC4WZCCG9XE8MC/5f8f725d9c783125d6d5a9e64da5e182f28c009ec1bea8c7276e90cb0b116567
C4FYAQ7R8A5KW6OV,AGS,THE HOUR GLASS LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/C4FYAQ7R8A5KW6OV/84c648582dde62304afcd1c56ba9429bbdf1b6d916134388007915522b591e49
DY49PGIS8YJ83ULV,B73,GLOBAL INVESTMENTS LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/DY49PGIS8YJ83ULV/39833cebe42b23557587846d5067ac498fd0defb1013969675e0f7e752911252
AEMG4YVCGO7EZGUF,BN4,KEPPEL LTD.,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/AEMG4YVCGO7EZGUF/a27fbae68c7e41db5d4265b362416393b08d6654df138097333c93a067be24f8
XCEZYJQAAX8NGFA1,DCRU,DIGITAL CORE REIT MANAGEMENT PTE. LTD.,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Unit Buy-Back - Daily Unit Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/XCEZYJQAAX8NGFA1/6847226873fe9d84742c74e4dde8d3135e42bf4554390491f02ad5e4017cbeb8
EY9SSZ0GIQEW9JRA,I06,INTRACO LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/EY9SSZ0GIQEW9JRA/c6ffcce47a7c478c0bbf0a0b3806ba525bd66339f2bea6d4b9b8d8a21b6571a1
D8HZAPPQ7LFBKY0Y,MZH,NANOFILM TECHNOLOGIES INTERNATIONAL LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/D8HZAPPQ7LFBKY0Y/67ef1166bfa6580f58da26923666581f01ccc63dea3ed72fbad1d44d4b01345b
XT2PDBV6RSJ0KC7W,S59,SIA ENGINEERING COMPANY LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/XT2PDBV6RSJ0KC7W/a040e5ccc4b88ca62e0b18bb79b075b61d855cb918e2b49ea321749acfdd44bd
6D8TJQR7CK24D8JT,U11,UNITED OVERSEAS BANK LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/6D8TJQR7CK24D8JT/b1c1ae73ee6e9597a92016b6506d4a45e583248cb2ca96f10bc73998fcdac1ce
6CMH4DEVI7AII925,U77,SARINE TECHNOLOGIES LTD.,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice 24 August 2026,https://links.sgx.com/1.0.0/corporate-announcements/6CMH4DEVI7AII925/751e4543f8fe402a84671fba5ae31b36f5e2d9d84011c051b688dffa459d96ce
LMT1AD3XBLEUESST,ULG,ULTRAGREEN.AI LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Share Buy Back - Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/LMT1AD3XBLEUESST/4a5e56253726bce12abe4e51fe3bcbbcba7f4c13b4b9ea54b58b505d945550f8
FD0NXJ0021T0M613,V03,VENTURE CORPORATION LIMITED,2026-08-24,Share Buy Back - Daily Share Buy-Back Notice::Daily Share Buy-Back Notice,https://links.sgx.com/1.0.0/corporate-announcements/FD0NXJ0021T0M613/1694b829a04fabd10e7ef3162efb7fbbe0fbf4c260d9011c06ce108e9c1a0e6b
